"","yq","pr","cv","ll","ul","yr","qtr"
"35",2006.625,0.915218223354845,0.0689842056148509,0.799473582582467,1.04771991796789,"2006","0.625"
"36",2006.875,0.93358804398916,0.0458949000411549,0.853274473839341,1.02146104518722,"2006","0.875"
"37",2007.125,0.784933650802855,0.0571263985098575,0.701788061579346,0.877930061643031,"2007","0.125"
"38",2007.375,0.925491150998948,0.0705881036987113,0.805909849825244,1.06281598464529,"2007","0.375"
"39",2007.625,1.07348921173034,0.059146104390044,0.955985937333904,1.20543518758783,"2007","0.625"
"40",2007.875,0.722719665712776,0.0472623958256572,0.658778335878944,0.792867170580375,"2007","0.875"
"41",2008.125,0.65962536152751,0.065769622863947,0.579846596052751,0.750380567088324,"2008","0.125"
"42",2008.375,1.56730412722121,0.0750763491470049,1.35284175356639,1.81576464559058,"2008","0.375"
"43",2008.625,1.82434160540508,0.0835737818916844,1.54869794942052,2.14904545748078,"2008","0.625"
"44",2008.875,0.864279196711792,0.0693769328959811,0.754395730976505,0.990168023487985,"2008","0.875"
"45",2009.125,0.778528997663238,0.0531867058047466,0.701457487429921,0.86406861579488,"2009","0.125"
"46",2009.375,1.08110512848551,0.068008012627439,0.946189966649384,1.23525754873152,"2009","0.375"
"47",2009.625,0.597482553950032,0.0760355147189914,0.514757273578157,0.693502395397336,"2009","0.625"
"48",2009.875,0.410554521541922,0.0823820972880621,0.349337962231066,0.482498420961841,"2009","0.875"
"NA",2010.125,NA,NA,NA,NA,"2010","0.125"
"49",2010.375,0.455089513127444,0.0814895799743644,0.387910465898189,0.533902751190351,"2010","0.375"
"NA.1",2010.625,NA,NA,NA,NA,"2010","0.625"
"NA.2",2010.875,NA,NA,NA,NA,"2010","0.875"
"50",2011.125,1.68906632566636,0.0673317795360013,1.48024204504978,1.92735036951617,"2011","0.125"
"51",2011.375,1.26313489373388,0.0851691135939575,1.0689375157844,1.49261274509323,"2011","0.375"
"NA.3",2011.625,NA,NA,NA,NA,"2011","0.625"
"NA.4",2011.875,NA,NA,NA,NA,"2011","0.875"
"52",2012.125,0.517138473155751,0.0629928692389322,0.457073703500631,0.585096448055653,"2012","0.125"
"53",2012.375,0.648598750468255,0.0881194635005183,0.545716777647375,0.770876682447927,"2012","0.375"
"54",2012.625,0.535261376333241,0.0746980233814567,0.462361501392901,0.619655270023644,"2012","0.625"
"55",2012.875,0.538047803905669,0.0644511483394465,0.474197148492731,0.610495951331413,"2012","0.875"
"56",2013.125,0.748103662744545,0.0560953512321776,0.67021239292409,0.835047361285056,"2013","0.125"
"57",2013.375,0.989267956599317,0.0695996952581728,0.863116632010578,1.13385729536283,"2013","0.375"
"58",2013.625,0.569760712854468,0.0858232890155885,0.481546511760711,0.674134817684537,"2013","0.625"
"59",2013.875,0.718731940369847,0.0589426340685591,0.640315422486623,0.806751772590013,"2013","0.875"
"60",2014.125,0.842135155215399,0.0532956423533891,0.758604877795723,0.934862983890061,"2014","0.125"
"61",2014.375,1.09724325668884,0.0575901036510803,0.980124475824649,1.22835700367157,"2014","0.375"
"62",2014.625,1.03935148299204,0.0601672093229679,0.923734315828746,1.16943961774179,"2014","0.625"
"63",2014.875,0.831500016732454,0.0605026041809144,0.738518545880709,0.936188104797778,"2014","0.875"
"64",2015.125,0.775649207389872,0.0557842087291771,0.695313843164457,0.86526638127387,"2015","0.125"
"65",2015.375,0.833772139708169,0.0604116337478638,0.740668642451416,0.938578928699738,"2015","0.375"
"66",2015.625,0.782806663680617,0.0728901544467687,0.678592666437956,0.903025191709476,"2015","0.625"
"NA.5",2015.875,NA,NA,NA,NA,"2015","0.875"
"67",2016.125,0.794640319574327,0.0604119943004899,0.705905993708717,0.894528794373361,"2016","0.125"
"68",2016.375,0.672039032274878,0.0724527980022885,0.583070985821059,0.774582292523057,"2016","0.375"
"69",2016.625,1.15633635903614,0.0676530160568863,1.01273722057259,1.32029686286533,"2016","0.625"
"70",2016.875,0.833844689879095,0.0695195134737539,0.727627262808161,0.955567503279325,"2016","0.875"
"NA.6",2017.125,NA,NA,NA,NA,"2017","0.125"
"71",2017.375,0.731885155440867,0.0888265742910169,0.61493927590637,0.87107118010179,"2017","0.375"
"72",2017.625,0.97314863853582,0.0725010084728135,0.844238347562199,1.12174278202205,"2017","0.625"
"73",2017.875,0.828551749635014,0.0604675513456585,0.735950525822159,0.932804553752209,"2017","0.875"
"74",2018.125,0.787005646150312,0.0568089425452277,0.704078527916172,0.879700008613548,"2018","0.125"
"75",2018.375,0.918856661710702,0.0543033647348337,0.826083240020981,1.02204901863,"2018","0.375"
"76",2018.625,1.05673113848295,0.062084531452726,0.935657891406389,1.19347114933322,"2018","0.625"
"77",2018.875,0.904282538912265,0.0513837474578408,0.817646187641804,1.00009872551359,"2018","0.875"
