"","yq","pr","ln.cv","ll","ul","yr","qtr"
"32",2005.875,0.988983831884305,0.0396257071026933,0.915080095604958,1.06885618474954,"2005","0.875"
"33",2006.125,0.61057911020547,0.040330697830504,0.564172299298502,0.660803180664587,"2006","0.125"
"34",2006.375,0.920314350318255,0.0534950028887517,0.828705704205041,1.02204980501998,"2006","0.375"
"35",2006.625,0.826782626359306,0.0550596268567975,0.742204599583059,0.920998753758188,"2006","0.625"
"36",2006.875,0.906634766296981,0.0457810359567972,0.828824850938659,0.991749461333679,"2006","0.875"
"37",2007.125,0.725792472500369,0.0468690315293168,0.662089551934567,0.795624567098228,"2007","0.125"
"38",2007.375,0.685685818670004,0.0488457397311213,0.623084337404541,0.754576890639922,"2007","0.375"
"39",2007.625,0.97286531049496,0.0436030480042413,0.893176019254942,1.05966449161271,"2007","0.625"
"40",2007.875,0.736378612394809,0.0400665388201888,0.680762837591554,0.796537987753449,"2007","0.875"
"41",2008.125,0.734781971388251,0.0547172590075808,0.660058184841421,0.817965079255726,"2008","0.125"
"42",2008.375,1.32726109784751,0.0594607680960844,1.18125140413816,1.49131845743257,"2008","0.375"
"43",2008.625,3.28872601681229,0.107024398382843,2.66640851119064,4.05628723740776,"2008","0.625"
"44",2008.875,0.697360706152509,0.0715570962223066,0.60610357100512,0.802357844021708,"2008","0.875"
"45",2009.125,0.812929248466086,0.0472890608470594,0.740968060585538,0.891879148595699,"2009","0.125"
"46",2009.375,0.876047634003936,0.0485671870125733,0.79650131444919,0.963538217855449,"2009","0.375"
"47",2009.625,1.15824631368505,0.075607575789747,0.998717037803106,1.34325787223577,"2009","0.625"
"48",2009.875,0.387162779591834,0.0876191627259741,0.326069863868607,0.459702151320788,"2009","0.875"
"49",2010.125,0.657633208024143,0.0596866157800043,0.585029091092277,0.739247744908998,"2010","0.125"
"50",2010.375,0.779225408952697,0.0509491955548526,0.705170725647775,0.86105706869741,"2010","0.375"
"51",2010.625,0.835195219884674,0.0652207220756755,0.734972349314939,0.949084759404064,"2010","0.625"
"NA",2010.875,NA,NA,NA,NA,"2010","0.875"
"52",2011.125,0.779424215892745,0.0499332680542945,0.706756544802531,0.859563470317431,"2011","0.125"
"53",2011.375,0.825876018747189,0.0467642783265327,0.753543448288294,0.90515178639143,"2011","0.375"
"54",2011.625,0.70235420101139,0.072988100063433,0.608733859878837,0.810372900525915,"2011","0.625"
"NA.1",2011.875,NA,NA,NA,NA,"2011","0.875"
"55",2012.125,0.683041956863703,0.0520159048487134,0.616837189341276,0.756352442586065,"2012","0.125"
"56",2012.375,0.860858360901965,0.0434080007862696,0.790645977218208,0.937305872524905,"2012","0.375"
"57",2012.625,1.08392013779099,0.0638851294865239,0.956350666605713,1.228506348282,"2012","0.625"
"58",2012.875,0.536022542522565,0.0619349117342569,0.474747835353815,0.605205847601652,"2012","0.875"
"59",2013.125,0.895531230743951,0.0523563391816882,0.808191205744643,0.992309962713414,"2013","0.125"
"60",2013.375,0.863205437547953,0.0512603404574166,0.780693358451166,0.954438281492004,"2013","0.375"
"61",2013.625,0.952060544687144,0.0603752033002345,0.845808717386433,1.07165989439177,"2013","0.625"
"62",2013.875,0.646763591787211,0.0681870238632613,0.565852967427505,0.739243527454127,"2013","0.875"
"63",2014.125,0.700624043196599,0.0467950374585894,0.639222858400084,0.767923179614949,"2014","0.125"
"64",2014.375,1.10047029249701,0.0455107985033789,1.00655787129209,1.20314479595087,"2014","0.375"
"65",2014.625,0.886543422997195,0.0529578250276615,0.799137299176514,0.983509644299534,"2014","0.625"
"66",2014.875,0.773581952093043,0.0476969318954012,0.704540366362595,0.849389282964234,"2014","0.875"
"67",2015.125,0.72789901130578,0.0513862626783716,0.65815814407696,0.805029878347866,"2015","0.125"
"68",2015.375,1.20181667694167,0.0449190462402509,1.10053120714772,1.31242377825752,"2015","0.375"
"69",2015.625,0.656252359766584,0.0557562303667273,0.588315399745298,0.73203448334968,"2015","0.625"
"70",2015.875,1.37018332451248,0.0664791222263391,1.20279193249227,1.56087041495361,"2015","0.875"
"71",2016.125,0.667056555453946,0.0498623975975213,0.604949227980232,0.735540153774066,"2016","0.125"
"72",2016.375,0.796638028259866,0.0526719257821949,0.718498367403281,0.883275699516738,"2016","0.375"
"73",2016.625,0.727519411660359,0.0437219015002985,0.667771303203247,0.792613416904409,"2016","0.625"
"74",2016.875,0.926349402818367,0.0648289321691282,0.815814321005181,1.05186093698948,"2016","0.875"
"75",2017.125,0.890474508616274,0.12395469011569,0.698407877469576,1.13536069118856,"2017","0.125"
"76",2017.375,0.756870726036659,0.0816074501699968,0.644994548681371,0.888152151211823,"2017","0.375"
"77",2017.625,1.01819478824302,0.0623882388478902,0.901000285712955,1.15063296121477,"2017","0.625"
"78",2017.875,0.596872670573505,0.0473768093862568,0.543943435248029,0.654952264871257,"2017","0.875"
"79",2018.125,0.773753236277213,0.0468233553303206,0.705903985331265,0.848123941910466,"2018","0.125"
"80",2018.375,0.986129606960953,0.0378988764650432,0.915532620944958,1.06217034705029,"2018","0.375"
"81",2018.625,0.995614389037821,0.0421055810992377,0.916748420544197,1.08126503350912,"2018","0.625"
"82",2018.875,0.803565178248743,0.0393717542825607,0.743887386699664,0.868030574572217,"2018","0.875"
